qid,docid,docno,rank,score,query
1,1005,1005,476,-1.8596337803996825,Hairdresser Lugano
1,1007,1007,477,-1.8596337803996825,Hairdresser Lugano
1,1008,1008,478,-1.8596337803996825,Hairdresser Lugano
1,1011,1011,479,-1.8596337803996825,Hairdresser Lugano
1,1031,1031,480,-1.8596337803996825,Hairdresser Lugano
1,1044,1044,481,-1.8596337803996825,Hairdresser Lugano
1,1045,1045,482,-1.8596337803996825,Hairdresser Lugano
1,1050,1050,483,-1.8596337803996825,Hairdresser Lugano
1,1054,1054,484,-1.8596337803996825,Hairdresser Lugano
1,1071,1071,485,-1.8596337803996825,Hairdresser Lugano
1,1077,1077,486,-1.8596337803996825,Hairdresser Lugano
1,1087,1087,487,-1.8596337803996825,Hairdresser Lugano
1,1088,1088,488,-1.8596337803996825,Hairdresser Lugano
1,1123,1123,489,-1.8596337803996825,Hairdresser Lugano
1,1151,1151,490,-1.8596337803996825,Hairdresser Lugano
1,1159,1159,491,-1.8596337803996825,Hairdresser Lugano
1,1165,1165,492,-1.8596337803996825,Hairdresser Lugano
1,1174,1174,493,-1.8596337803996825,Hairdresser Lugano
1,1182,1182,494,-1.8596337803996825,Hairdresser Lugano
1,1192,1192,495,-1.8596337803996825,Hairdresser Lugano
1,1194,1194,496,-1.8596337803996825,Hairdresser Lugano
1,1198,1198,497,-1.8596337803996825,Hairdresser Lugano
1,1204,1204,498,-1.8596337803996825,Hairdresser Lugano
1,1223,1223,499,-1.8596337803996825,Hairdresser Lugano
1,1243,1243,500,-1.8596337803996825,Hairdresser Lugano
1,1251,1251,501,-1.8596337803996825,Hairdresser Lugano
1,1261,1261,502,-1.8596337803996825,Hairdresser Lugano
1,1264,1264,503,-1.8596337803996825,Hairdresser Lugano
1,1267,1267,504,-1.8596337803996825,Hairdresser Lugano
1,1275,1275,505,-1.8596337803996825,Hairdresser Lugano
1,1283,1283,506,-1.8596337803996825,Hairdresser Lugano
1,1286,1286,507,-1.8596337803996825,Hairdresser Lugano
1,1304,1304,508,-1.8596337803996825,Hairdresser Lugano
1,1324,1324,509,-1.8596337803996825,Hairdresser Lugano
1,1325,1325,510,-1.8596337803996825,Hairdresser Lugano
1,1333,1333,511,-1.8596337803996825,Hairdresser Lugano
1,1358,1358,512,-1.8596337803996825,Hairdresser Lugano
1,1376,1376,513,-1.8596337803996825,Hairdresser Lugano
1,1391,1391,514,-1.8596337803996825,Hairdresser Lugano
1,1411,1411,515,-1.8596337803996825,Hairdresser Lugano
1,1413,1413,516,-1.8596337803996825,Hairdresser Lugano
1,1418,1418,517,-1.8596337803996825,Hairdresser Lugano
1,1419,1419,518,-1.8596337803996825,Hairdresser Lugano
1,1424,1424,519,-1.8596337803996825,Hairdresser Lugano
1,1426,1426,520,-1.8596337803996825,Hairdresser Lugano
1,1442,1442,521,-1.8596337803996825,Hairdresser Lugano
1,1464,1464,522,-1.8596337803996825,Hairdresser Lugano
1,1466,1466,523,-1.8596337803996825,Hairdresser Lugano
1,1469,1469,524,-1.8596337803996825,Hairdresser Lugano
1,1472,1472,525,-1.8596337803996825,Hairdresser Lugano
1,1473,1473,526,-1.8596337803996825,Hairdresser Lugano
1,1487,1487,527,-1.8596337803996825,Hairdresser Lugano
1,1494,1494,528,-1.8596337803996825,Hairdresser Lugano
1,1501,1501,529,-1.8596337803996825,Hairdresser Lugano
1,1519,1519,530,-1.8596337803996825,Hairdresser Lugano
1,1550,1550,531,-1.8596337803996825,Hairdresser Lugano
1,1552,1552,532,-1.8596337803996825,Hairdresser Lugano
1,1562,1562,533,-1.8596337803996825,Hairdresser Lugano
1,1564,1564,534,-1.8596337803996825,Hairdresser Lugano
1,1610,1610,535,-1.8596337803996825,Hairdresser Lugano
1,1619,1619,536,-1.8596337803996825,Hairdresser Lugano
1,1627,1627,537,-1.8596337803996825,Hairdresser Lugano
1,1633,1633,538,-1.8596337803996825,Hairdresser Lugano
1,1662,1662,539,-1.8596337803996825,Hairdresser Lugano
1,1664,1664,540,-1.8596337803996825,Hairdresser Lugano
1,1724,1724,541,-1.8596337803996825,Hairdresser Lugano
1,1772,1772,542,-1.8596337803996825,Hairdresser Lugano
1,1797,1797,543,-1.8596337803996825,Hairdresser Lugano
1,1812,1812,544,-1.8596337803996825,Hairdresser Lugano
1,1874,1874,545,-1.8596337803996825,Hairdresser Lugano
1,1978,1978,546,-1.8596337803996825,Hairdresser Lugano
1,2003,2003,547,-1.8596337803996825,Hairdresser Lugano
1,2159,2159,548,-1.8596337803996825,Hairdresser Lugano
1,2182,2182,549,-1.8596337803996825,Hairdresser Lugano
1,2183,2183,550,-1.8596337803996825,Hairdresser Lugano
1,2231,2231,551,-1.8596337803996825,Hairdresser Lugano
1,2233,2233,552,-1.8596337803996825,Hairdresser Lugano
1,2329,2329,553,-1.8596337803996825,Hairdresser Lugano
1,2422,2422,554,-1.8596337803996825,Hairdresser Lugano
1,1,1,555,-1.914296022788564,Hairdresser Lugano
1,22,22,556,-1.914296022788564,Hairdresser Lugano
1,23,23,557,-1.914296022788564,Hairdresser Lugano
1,30,30,558,-1.914296022788564,Hairdresser Lugano
1,43,43,559,-1.914296022788564,Hairdresser Lugano
1,51,51,560,-1.914296022788564,Hairdresser Lugano
1,62,62,561,-1.914296022788564,Hairdresser Lugano
1,65,65,562,-1.914296022788564,Hairdresser Lugano
1,75,75,563,-1.914296022788564,Hairdresser Lugano
1,80,80,564,-1.914296022788564,Hairdresser Lugano
1,107,107,565,-1.914296022788564,Hairdresser Lugano
1,127,127,566,-1.914296022788564,Hairdresser Lugano
1,133,133,567,-1.914296022788564,Hairdresser Lugano
1,135,135,568,-1.914296022788564,Hairdresser Lugano
1,152,152,569,-1.914296022788564,Hairdresser Lugano
1,178,178,570,-1.914296022788564,Hairdresser Lugano
1,186,186,571,-1.914296022788564,Hairdresser Lugano
1,190,190,572,-1.914296022788564,Hairdresser Lugano
1,204,204,573,-1.914296022788564,Hairdresser Lugano
1,209,209,574,-1.914296022788564,Hairdresser Lugano
1,227,227,575,-1.914296022788564,Hairdresser Lugano
1,228,228,576,-1.914296022788564,Hairdresser Lugano
1,238,238,577,-1.914296022788564,Hairdresser Lugano
1,247,247,578,-1.914296022788564,Hairdresser Lugano
1,258,258,579,-1.914296022788564,Hairdresser Lugano
1,267,267,580,-1.914296022788564,Hairdresser Lugano
1,268,268,581,-1.914296022788564,Hairdresser Lugano
1,269,269,582,-1.914296022788564,Hairdresser Lugano
1,296,296,583,-1.914296022788564,Hairdresser Lugano
1,307,307,584,-1.914296022788564,Hairdresser Lugano
1,349,349,585,-1.914296022788564,Hairdresser Lugano
1,351,351,586,-1.914296022788564,Hairdresser Lugano
1,359,359,587,-1.914296022788564,Hairdresser Lugano
1,366,366,588,-1.914296022788564,Hairdresser Lugano
1,375,375,589,-1.914296022788564,Hairdresser Lugano
1,385,385,590,-1.914296022788564,Hairdresser Lugano
1,386,386,591,-1.914296022788564,Hairdresser Lugano
1,389,389,592,-1.914296022788564,Hairdresser Lugano
1,398,398,593,-1.914296022788564,Hairdresser Lugano
1,399,399,594,-1.914296022788564,Hairdresser Lugano
1,412,412,595,-1.914296022788564,Hairdresser Lugano
1,426,426,596,-1.914296022788564,Hairdresser Lugano
1,427,427,597,-1.914296022788564,Hairdresser Lugano
1,428,428,598,-1.914296022788564,Hairdresser Lugano
1,430,430,599,-1.914296022788564,Hairdresser Lugano
1,431,431,600,-1.914296022788564,Hairdresser Lugano
1,435,435,601,-1.914296022788564,Hairdresser Lugano
1,439,439,602,-1.914296022788564,Hairdresser Lugano
1,440,440,603,-1.914296022788564,Hairdresser Lugano
1,447,447,604,-1.914296022788564,Hairdresser Lugano
1,455,455,605,-1.914296022788564,Hairdresser Lugano
1,468,468,606,-1.914296022788564,Hairdresser Lugano
1,480,480,607,-1.914296022788564,Hairdresser Lugano
1,482,482,608,-1.914296022788564,Hairdresser Lugano
1,488,488,609,-1.914296022788564,Hairdresser Lugano
1,495,495,610,-1.914296022788564,Hairdresser Lugano
1,506,506,611,-1.914296022788564,Hairdresser Lugano
1,513,513,612,-1.914296022788564,Hairdresser Lugano
1,562,562,613,-1.914296022788564,Hairdresser Lugano
1,579,579,614,-1.914296022788564,Hairdresser Lugano
1,587,587,615,-1.914296022788564,Hairdresser Lugano
1,597,597,616,-1.914296022788564,Hairdresser Lugano
1,606,606,617,-1.914296022788564,Hairdresser Lugano
1,629,629,618,-1.914296022788564,Hairdresser Lugano
1,642,642,619,-1.914296022788564,Hairdresser Lugano
1,657,657,620,-1.914296022788564,Hairdresser Lugano
1,661,661,621,-1.914296022788564,Hairdresser Lugano
1,670,670,622,-1.914296022788564,Hairdresser Lugano
1,673,673,623,-1.914296022788564,Hairdresser Lugano
1,683,683,624,-1.914296022788564,Hairdresser Lugano
1,687,687,625,-1.914296022788564,Hairdresser Lugano
1,690,690,626,-1.914296022788564,Hairdresser Lugano
1,696,696,627,-1.914296022788564,Hairdresser Lugano
1,698,698,628,-1.914296022788564,Hairdresser Lugano
1,700,700,629,-1.914296022788564,Hairdresser Lugano
1,702,702,630,-1.914296022788564,Hairdresser Lugano
1,726,726,631,-1.914296022788564,Hairdresser Lugano
1,738,738,632,-1.914296022788564,Hairdresser Lugano
1,748,748,633,-1.914296022788564,Hairdresser Lugano
1,749,749,634,-1.914296022788564,Hairdresser Lugano
1,764,764,635,-1.914296022788564,Hairdresser Lugano
1,773,773,636,-1.914296022788564,Hairdresser Lugano
1,788,788,637,-1.914296022788564,Hairdresser Lugano
1,810,810,638,-1.914296022788564,Hairdresser Lugano
1,818,818,639,-1.914296022788564,Hairdresser Lugano
1,836,836,640,-1.914296022788564,Hairdresser Lugano
1,842,842,641,-1.914296022788564,Hairdresser Lugano
1,845,845,642,-1.914296022788564,Hairdresser Lugano
1,852,852,643,-1.914296022788564,Hairdresser Lugano
1,857,857,644,-1.914296022788564,Hairdresser Lugano
1,859,859,645,-1.914296022788564,Hairdresser Lugano
1,882,882,646,-1.914296022788564,Hairdresser Lugano
1,889,889,647,-1.914296022788564,Hairdresser Lugano
1,890,890,648,-1.914296022788564,Hairdresser Lugano
1,901,901,649,-1.914296022788564,Hairdresser Lugano
1,902,902,650,-1.914296022788564,Hairdresser Lugano
1,909,909,651,-1.914296022788564,Hairdresser Lugano
1,920,920,652,-1.914296022788564,Hairdresser Lugano
1,925,925,653,-1.914296022788564,Hairdresser Lugano
1,931,931,654,-1.914296022788564,Hairdresser Lugano
1,936,936,655,-1.914296022788564,Hairdresser Lugano
1,956,956,656,-1.914296022788564,Hairdresser Lugano
1,968,968,657,-1.914296022788564,Hairdresser Lugano
1,969,969,658,-1.914296022788564,Hairdresser Lugano
1,974,974,659,-1.914296022788564,Hairdresser Lugano
1,979,979,660,-1.914296022788564,Hairdresser Lugano
1,994,994,661,-1.914296022788564,Hairdresser Lugano
1,1012,1012,662,-1.914296022788564,Hairdresser Lugano
1,1034,1034,663,-1.914296022788564,Hairdresser Lugano
1,1049,1049,664,-1.914296022788564,Hairdresser Lugano
1,1051,1051,665,-1.914296022788564,Hairdresser Lugano
1,1052,1052,666,-1.914296022788564,Hairdresser Lugano
1,1056,1056,667,-1.914296022788564,Hairdresser Lugano
1,1058,1058,668,-1.914296022788564,Hairdresser Lugano
1,1069,1069,669,-1.914296022788564,Hairdresser Lugano
1,1090,1090,670,-1.914296022788564,Hairdresser Lugano
1,1093,1093,671,-1.914296022788564,Hairdresser Lugano
1,1098,1098,672,-1.914296022788564,Hairdresser Lugano
1,1101,1101,673,-1.914296022788564,Hairdresser Lugano
1,1108,1108,674,-1.914296022788564,Hairdresser Lugano
1,1111,1111,675,-1.914296022788564,Hairdresser Lugano
1,1124,1124,676,-1.914296022788564,Hairdresser Lugano
1,1129,1129,677,-1.914296022788564,Hairdresser Lugano
1,1136,1136,678,-1.914296022788564,Hairdresser Lugano
1,1143,1143,679,-1.914296022788564,Hairdresser Lugano
1,1203,1203,680,-1.914296022788564,Hairdresser Lugano
1,1206,1206,681,-1.914296022788564,Hairdresser Lugano
1,1208,1208,682,-1.914296022788564,Hairdresser Lugano
1,1211,1211,683,-1.914296022788564,Hairdresser Lugano
1,1241,1241,684,-1.914296022788564,Hairdresser Lugano
1,1257,1257,685,-1.914296022788564,Hairdresser Lugano
1,1262,1262,686,-1.914296022788564,Hairdresser Lugano
1,1276,1276,687,-1.914296022788564,Hairdresser Lugano
1,1288,1288,688,-1.914296022788564,Hairdresser Lugano
1,1298,1298,689,-1.914296022788564,Hairdresser Lugano
1,1305,1305,690,-1.914296022788564,Hairdresser Lugano
1,1316,1316,691,-1.914296022788564,Hairdresser Lugano
1,1326,1326,692,-1.914296022788564,Hairdresser Lugano
1,1338,1338,693,-1.914296022788564,Hairdresser Lugano
1,1339,1339,694,-1.914296022788564,Hairdresser Lugano
1,1352,1352,695,-1.914296022788564,Hairdresser Lugano
1,1364,1364,696,-1.914296022788564,Hairdresser Lugano
1,1381,1381,697,-1.914296022788564,Hairdresser Lugano
1,1385,1385,698,-1.914296022788564,Hairdresser Lugano
1,1387,1387,699,-1.914296022788564,Hairdresser Lugano
1,1404,1404,700,-1.914296022788564,Hairdresser Lugano
1,1408,1408,701,-1.914296022788564,Hairdresser Lugano
1,1412,1412,702,-1.914296022788564,Hairdresser Lugano
1,1421,1421,703,-1.914296022788564,Hairdresser Lugano
1,1433,1433,704,-1.914296022788564,Hairdresser Lugano
1,1440,1440,705,-1.914296022788564,Hairdresser Lugano
1,1446,1446,706,-1.914296022788564,Hairdresser Lugano
1,1457,1457,707,-1.914296022788564,Hairdresser Lugano
1,1465,1465,708,-1.914296022788564,Hairdresser Lugano
1,1488,1488,709,-1.914296022788564,Hairdresser Lugano
1,1491,1491,710,-1.914296022788564,Hairdresser Lugano
1,1496,1496,711,-1.914296022788564,Hairdresser Lugano
1,1500,1500,712,-1.914296022788564,Hairdresser Lugano
1,1508,1508,713,-1.914296022788564,Hairdresser Lugano
1,1532,1532,714,-1.914296022788564,Hairdresser Lugano
1,1539,1539,715,-1.914296022788564,Hairdresser Lugano
1,1543,1543,716,-1.914296022788564,Hairdresser Lugano
1,1551,1551,717,-1.914296022788564,Hairdresser Lugano
1,1561,1561,718,-1.914296022788564,Hairdresser Lugano
1,1586,1586,719,-1.914296022788564,Hairdresser Lugano
1,1588,1588,720,-1.914296022788564,Hairdresser Lugano
1,1590,1590,721,-1.914296022788564,Hairdresser Lugano
1,1615,1615,722,-1.914296022788564,Hairdresser Lugano
1,1617,1617,723,-1.914296022788564,Hairdresser Lugano
1,1636,1636,724,-1.914296022788564,Hairdresser Lugano
1,1648,1648,725,-1.914296022788564,Hairdresser Lugano
1,1653,1653,726,-1.914296022788564,Hairdresser Lugano
1,1660,1660,727,-1.914296022788564,Hairdresser Lugano
1,1709,1709,728,-1.914296022788564,Hairdresser Lugano
1,1710,1710,729,-1.914296022788564,Hairdresser Lugano
1,1727,1727,730,-1.914296022788564,Hairdresser Lugano
1,1781,1781,731,-1.914296022788564,Hairdresser Lugano
1,1790,1790,732,-1.914296022788564,Hairdresser Lugano
1,1807,1807,733,-1.914296022788564,Hairdresser Lugano
1,1818,1818,734,-1.914296022788564,Hairdresser Lugano
1,1825,1825,735,-1.914296022788564,Hairdresser Lugano
1,1923,1923,736,-1.914296022788564,Hairdresser Lugano
1,1966,1966,737,-1.914296022788564,Hairdresser Lugano
1,1989,1989,738,-1.914296022788564,Hairdresser Lugano
1,2004,2004,739,-1.914296022788564,Hairdresser Lugano
1,2029,2029,740,-1.914296022788564,Hairdresser Lugano
1,2096,2096,741,-1.914296022788564,Hairdresser Lugano
1,2144,2144,742,-1.914296022788564,Hairdresser Lugano
1,2151,2151,743,-1.914296022788564,Hairdresser Lugano
1,2158,2158,744,-1.914296022788564,Hairdresser Lugano
1,2169,2169,745,-1.914296022788564,Hairdresser Lugano
1,2211,2211,746,-1.914296022788564,Hairdresser Lugano
1,2215,2215,747,-1.914296022788564,Hairdresser Lugano
1,2226,2226,748,-1.914296022788564,Hairdresser Lugano
1,2230,2230,749,-1.914296022788564,Hairdresser Lugano
1,2238,2238,750,-1.914296022788564,Hairdresser Lugano
1,2253,2253,751,-1.914296022788564,Hairdresser Lugano
1,2255,2255,752,-1.914296022788564,Hairdresser Lugano
1,2277,2277,753,-1.914296022788564,Hairdresser Lugano
1,2301,2301,754,-1.914296022788564,Hairdresser Lugano
1,2305,2305,755,-1.914296022788564,Hairdresser Lugano
1,2345,2345,756,-1.914296022788564,Hairdresser Lugano
1,2347,2347,757,-1.914296022788564,Hairdresser Lugano
1,2357,2357,758,-1.914296022788564,Hairdresser Lugano
1,2364,2364,759,-1.914296022788564,Hairdresser Lugano
1,2378,2378,760,-1.914296022788564,Hairdresser Lugano
1,2411,2411,761,-1.914296022788564,Hairdresser Lugano
1,0,0,762,-1.9722690772097204,Hairdresser Lugano
1,3,3,763,-1.9722690772097204,Hairdresser Lugano
1,14,14,764,-1.9722690772097204,Hairdresser Lugano
1,15,15,765,-1.9722690772097204,Hairdresser Lugano
1,19,19,766,-1.9722690772097204,Hairdresser Lugano
1,24,24,767,-1.9722690772097204,Hairdresser Lugano
1,25,25,768,-1.9722690772097204,Hairdresser Lugano
1,38,38,769,-1.9722690772097204,Hairdresser Lugano
1,40,40,770,-1.9722690772097204,Hairdresser Lugano
1,47,47,771,-1.9722690772097204,Hairdresser Lugano
1,81,81,772,-1.9722690772097204,Hairdresser Lugano
1,96,96,773,-1.9722690772097204,Hairdresser Lugano
1,109,109,774,-1.9722690772097204,Hairdresser Lugano
1,113,113,775,-1.9722690772097204,Hairdresser Lugano
1,121,121,776,-1.9722690772097204,Hairdresser Lugano
1,130,130,777,-1.9722690772097204,Hairdresser Lugano
1,180,180,778,-1.9722690772097204,Hairdresser Lugano
1,185,185,779,-1.9722690772097204,Hairdresser Lugano
1,202,202,780,-1.9722690772097204,Hairdresser Lugano
1,206,206,781,-1.9722690772097204,Hairdresser Lugano
1,207,207,782,-1.9722690772097204,Hairdresser Lugano
1,208,208,783,-1.9722690772097204,Hairdresser Lugano
1,212,212,784,-1.9722690772097204,Hairdresser Lugano
1,213,213,785,-1.9722690772097204,Hairdresser Lugano
1,214,214,786,-1.9722690772097204,Hairdresser Lugano
1,219,219,787,-1.9722690772097204,Hairdresser Lugano
1,220,220,788,-1.9722690772097204,Hairdresser Lugano
1,224,224,789,-1.9722690772097204,Hairdresser Lugano
1,225,225,790,-1.9722690772097204,Hairdresser Lugano
1,245,245,791,-1.9722690772097204,Hairdresser Lugano
1,249,249,792,-1.9722690772097204,Hairdresser Lugano
1,253,253,793,-1.9722690772097204,Hairdresser Lugano
1,257,257,794,-1.9722690772097204,Hairdresser Lugano
1,259,259,795,-1.9722690772097204,Hairdresser Lugano
1,262,262,796,-1.9722690772097204,Hairdresser Lugano
1,275,275,797,-1.9722690772097204,Hairdresser Lugano
1,278,278,798,-1.9722690772097204,Hairdresser Lugano
1,297,297,799,-1.9722690772097204,Hairdresser Lugano
1,308,308,800,-1.9722690772097204,Hairdresser Lugano
1,329,329,801,-1.9722690772097204,Hairdresser Lugano
1,332,332,802,-1.9722690772097204,Hairdresser Lugano
1,347,347,803,-1.9722690772097204,Hairdresser Lugano
1,354,354,804,-1.9722690772097204,Hairdresser Lugano
1,364,364,805,-1.9722690772097204,Hairdresser Lugano
1,369,369,806,-1.9722690772097204,Hairdresser Lugano
1,374,374,807,-1.9722690772097204,Hairdresser Lugano
1,381,381,808,-1.9722690772097204,Hairdresser Lugano
1,392,392,809,-1.9722690772097204,Hairdresser Lugano
1,442,442,810,-1.9722690772097204,Hairdresser Lugano
1,445,445,811,-1.9722690772097204,Hairdresser Lugano
1,446,446,812,-1.9722690772097204,Hairdresser Lugano
1,452,452,813,-1.9722690772097204,Hairdresser Lugano
1,457,457,814,-1.9722690772097204,Hairdresser Lugano
1,469,469,815,-1.9722690772097204,Hairdresser Lugano
1,474,474,816,-1.9722690772097204,Hairdresser Lugano
1,496,496,817,-1.9722690772097204,Hairdresser Lugano
1,533,533,818,-1.9722690772097204,Hairdresser Lugano
1,538,538,819,-1.9722690772097204,Hairdresser Lugano
1,540,540,820,-1.9722690772097204,Hairdresser Lugano
1,545,545,821,-1.9722690772097204,Hairdresser Lugano
1,547,547,822,-1.9722690772097204,Hairdresser Lugano
1,548,548,823,-1.9722690772097204,Hairdresser Lugano
1,559,559,824,-1.9722690772097204,Hairdresser Lugano
1,563,563,825,-1.9722690772097204,Hairdresser Lugano
1,569,569,826,-1.9722690772097204,Hairdresser Lugano
1,570,570,827,-1.9722690772097204,Hairdresser Lugano
1,573,573,828,-1.9722690772097204,Hairdresser Lugano
1,577,577,829,-1.9722690772097204,Hairdresser Lugano
1,581,581,830,-1.9722690772097204,Hairdresser Lugano
1,586,586,831,-1.9722690772097204,Hairdresser Lugano
1,594,594,832,-1.9722690772097204,Hairdresser Lugano
1,598,598,833,-1.9722690772097204,Hairdresser Lugano
1,616,616,834,-1.9722690772097204,Hairdresser Lugano
1,618,618,835,-1.9722690772097204,Hairdresser Lugano
1,623,623,836,-1.9722690772097204,Hairdresser Lugano
1,625,625,837,-1.9722690772097204,Hairdresser Lugano
1,643,643,838,-1.9722690772097204,Hairdresser Lugano
1,646,646,839,-1.9722690772097204,Hairdresser Lugano
1,649,649,840,-1.9722690772097204,Hairdresser Lugano
1,659,659,841,-1.9722690772097204,Hairdresser Lugano
1,685,685,842,-1.9722690772097204,Hairdresser Lugano
1,686,686,843,-1.9722690772097204,Hairdresser Lugano
1,694,694,844,-1.9722690772097204,Hairdresser Lugano
1,708,708,845,-1.9722690772097204,Hairdresser Lugano
1,719,719,846,-1.9722690772097204,Hairdresser Lugano
1,723,723,847,-1.9722690772097204,Hairdresser Lugano
1,728,728,848,-1.9722690772097204,Hairdresser Lugano
1,733,733,849,-1.9722690772097204,Hairdresser Lugano
1,735,735,850,-1.9722690772097204,Hairdresser Lugano
1,740,740,851,-1.9722690772097204,Hairdresser Lugano
1,747,747,852,-1.9722690772097204,Hairdresser Lugano
1,759,759,853,-1.9722690772097204,Hairdresser Lugano
1,771,771,854,-1.9722690772097204,Hairdresser Lugano
1,779,779,855,-1.9722690772097204,Hairdresser Lugano
1,783,783,856,-1.9722690772097204,Hairdresser Lugano
1,804,804,857,-1.9722690772097204,Hairdresser Lugano
1,809,809,858,-1.9722690772097204,Hairdresser Lugano
1,827,827,859,-1.9722690772097204,Hairdresser Lugano
1,839,839,860,-1.9722690772097204,Hairdresser Lugano
1,840,840,861,-1.9722690772097204,Hairdresser Lugano
1,844,844,862,-1.9722690772097204,Hairdresser Lugano
1,850,850,863,-1.9722690772097204,Hairdresser Lugano
1,854,854,864,-1.9722690772097204,Hairdresser Lugano
1,873,873,865,-1.9722690772097204,Hairdresser Lugano
1,877,877,866,-1.9722690772097204,Hairdresser Lugano
1,880,880,867,-1.9722690772097204,Hairdresser Lugano
1,900,900,868,-1.9722690772097204,Hairdresser Lugano
1,919,919,869,-1.9722690772097204,Hairdresser Lugano
1,930,930,870,-1.9722690772097204,Hairdresser Lugano
1,939,939,871,-1.9722690772097204,Hairdresser Lugano
1,941,941,872,-1.9722690772097204,Hairdresser Lugano
1,948,948,873,-1.9722690772097204,Hairdresser Lugano
1,959,959,874,-1.9722690772097204,Hairdresser Lugano
1,962,962,875,-1.9722690772097204,Hairdresser Lugano
1,980,980,876,-1.9722690772097204,Hairdresser Lugano
1,985,985,877,-1.9722690772097204,Hairdresser Lugano
1,987,987,878,-1.9722690772097204,Hairdresser Lugano
1,988,988,879,-1.9722690772097204,Hairdresser Lugano
1,992,992,880,-1.9722690772097204,Hairdresser Lugano
1,993,993,881,-1.9722690772097204,Hairdresser Lugano
1,1022,1022,882,-1.9722690772097204,Hairdresser Lugano
1,1025,1025,883,-1.9722690772097204,Hairdresser Lugano
1,1028,1028,884,-1.9722690772097204,Hairdresser Lugano
1,1036,1036,885,-1.9722690772097204,Hairdresser Lugano
1,1039,1039,886,-1.9722690772097204,Hairdresser Lugano
1,1041,1041,887,-1.9722690772097204,Hairdresser Lugano
1,1048,1048,888,-1.9722690772097204,Hairdresser Lugano
1,1061,1061,889,-1.9722690772097204,Hairdresser Lugano
1,1063,1063,890,-1.9722690772097204,Hairdresser Lugano
1,1073,1073,891,-1.9722690772097204,Hairdresser Lugano
1,1075,1075,892,-1.9722690772097204,Hairdresser Lugano
1,1086,1086,893,-1.9722690772097204,Hairdresser Lugano
1,1091,1091,894,-1.9722690772097204,Hairdresser Lugano
1,1099,1099,895,-1.9722690772097204,Hairdresser Lugano
1,1102,1102,896,-1.9722690772097204,Hairdresser Lugano
1,1103,1103,897,-1.9722690772097204,Hairdresser Lugano
1,1107,1107,898,-1.9722690772097204,Hairdresser Lugano
1,1112,1112,899,-1.9722690772097204,Hairdresser Lugano
1,1118,1118,900,-1.9722690772097204,Hairdresser Lugano
1,1120,1120,901,-1.9722690772097204,Hairdresser Lugano
1,1127,1127,902,-1.9722690772097204,Hairdresser Lugano
1,1133,1133,903,-1.9722690772097204,Hairdresser Lugano
1,1139,1139,904,-1.9722690772097204,Hairdresser Lugano
1,1146,1146,905,-1.9722690772097204,Hairdresser Lugano
1,1156,1156,906,-1.9722690772097204,Hairdresser Lugano
1,1161,1161,907,-1.9722690772097204,Hairdresser Lugano
1,1176,1176,908,-1.9722690772097204,Hairdresser Lugano
1,1181,1181,909,-1.9722690772097204,Hairdresser Lugano
1,1188,1188,910,-1.9722690772097204,Hairdresser Lugano
1,1189,1189,911,-1.9722690772097204,Hairdresser Lugano
1,1193,1193,912,-1.9722690772097204,Hairdresser Lugano
1,1196,1196,913,-1.9722690772097204,Hairdresser Lugano
1,1197,1197,914,-1.9722690772097204,Hairdresser Lugano
1,1200,1200,915,-1.9722690772097204,Hairdresser Lugano
1,1205,1205,916,-1.9722690772097204,Hairdresser Lugano
1,1226,1226,917,-1.9722690772097204,Hairdresser Lugano
1,1228,1228,918,-1.9722690772097204,Hairdresser Lugano
1,1232,1232,919,-1.9722690772097204,Hairdresser Lugano
1,1239,1239,920,-1.9722690772097204,Hairdresser Lugano
1,1255,1255,921,-1.9722690772097204,Hairdresser Lugano
1,1256,1256,922,-1.9722690772097204,Hairdresser Lugano
1,1260,1260,923,-1.9722690772097204,Hairdresser Lugano
1,1263,1263,924,-1.9722690772097204,Hairdresser Lugano
1,1277,1277,925,-1.9722690772097204,Hairdresser Lugano
1,1279,1279,926,-1.9722690772097204,Hairdresser Lugano
1,1282,1282,927,-1.9722690772097204,Hairdresser Lugano
1,1291,1291,928,-1.9722690772097204,Hairdresser Lugano
1,1295,1295,929,-1.9722690772097204,Hairdresser Lugano
1,1301,1301,930,-1.9722690772097204,Hairdresser Lugano
1,1306,1306,931,-1.9722690772097204,Hairdresser Lugano
1,1307,1307,932,-1.9722690772097204,Hairdresser Lugano
1,1312,1312,933,-1.9722690772097204,Hairdresser Lugano
1,1313,1313,934,-1.9722690772097204,Hairdresser Lugano
1,1314,1314,935,-1.9722690772097204,Hairdresser Lugano
1,1318,1318,936,-1.9722690772097204,Hairdresser Lugano
1,1320,1320,937,-1.9722690772097204,Hairdresser Lugano
1,1321,1321,938,-1.9722690772097204,Hairdresser Lugano
1,1323,1323,939,-1.9722690772097204,Hairdresser Lugano
1,1348,1348,940,-1.9722690772097204,Hairdresser Lugano
1,1350,1350,941,-1.9722690772097204,Hairdresser Lugano
1,1354,1354,942,-1.9722690772097204,Hairdresser Lugano
1,1370,1370,943,-1.9722690772097204,Hairdresser Lugano
1,1372,1372,944,-1.9722690772097204,Hairdresser Lugano
1,1380,1380,945,-1.9722690772097204,Hairdresser Lugano
1,1384,1384,946,-1.9722690772097204,Hairdresser Lugano
1,1389,1389,947,-1.9722690772097204,Hairdresser Lugano
