qid,docid,docno,rank,score,query
1,1403,1403,948,-1.9722690772097204,Hairdresser Lugano
1,1405,1405,949,-1.9722690772097204,Hairdresser Lugano
1,1423,1423,950,-1.9722690772097204,Hairdresser Lugano
1,1447,1447,951,-1.9722690772097204,Hairdresser Lugano
1,1452,1452,952,-1.9722690772097204,Hairdresser Lugano
1,1458,1458,953,-1.9722690772097204,Hairdresser Lugano
1,1477,1477,954,-1.9722690772097204,Hairdresser Lugano
1,1484,1484,955,-1.9722690772097204,Hairdresser Lugano
1,1498,1498,956,-1.9722690772097204,Hairdresser Lugano
1,1503,1503,957,-1.9722690772097204,Hairdresser Lugano
1,1512,1512,958,-1.9722690772097204,Hairdresser Lugano
1,1517,1517,959,-1.9722690772097204,Hairdresser Lugano
1,1524,1524,960,-1.9722690772097204,Hairdresser Lugano
1,1529,1529,961,-1.9722690772097204,Hairdresser Lugano
1,1534,1534,962,-1.9722690772097204,Hairdresser Lugano
1,1542,1542,963,-1.9722690772097204,Hairdresser Lugano
1,1557,1557,964,-1.9722690772097204,Hairdresser Lugano
1,1558,1558,965,-1.9722690772097204,Hairdresser Lugano
1,1563,1563,966,-1.9722690772097204,Hairdresser Lugano
1,1565,1565,967,-1.9722690772097204,Hairdresser Lugano
1,1579,1579,968,-1.9722690772097204,Hairdresser Lugano
1,1584,1584,969,-1.9722690772097204,Hairdresser Lugano
1,1597,1597,970,-1.9722690772097204,Hairdresser Lugano
1,1602,1602,971,-1.9722690772097204,Hairdresser Lugano
1,1605,1605,972,-1.9722690772097204,Hairdresser Lugano
1,1609,1609,973,-1.9722690772097204,Hairdresser Lugano
1,1614,1614,974,-1.9722690772097204,Hairdresser Lugano
1,1618,1618,975,-1.9722690772097204,Hairdresser Lugano
1,1622,1622,976,-1.9722690772097204,Hairdresser Lugano
1,1623,1623,977,-1.9722690772097204,Hairdresser Lugano
1,1625,1625,978,-1.9722690772097204,Hairdresser Lugano
1,1626,1626,979,-1.9722690772097204,Hairdresser Lugano
1,1629,1629,980,-1.9722690772097204,Hairdresser Lugano
1,1637,1637,981,-1.9722690772097204,Hairdresser Lugano
1,1651,1651,982,-1.9722690772097204,Hairdresser Lugano
1,1663,1663,983,-1.9722690772097204,Hairdresser Lugano
1,1671,1671,984,-1.9722690772097204,Hairdresser Lugano
1,1674,1674,985,-1.9722690772097204,Hairdresser Lugano
1,1679,1679,986,-1.9722690772097204,Hairdresser Lugano
1,1685,1685,987,-1.9722690772097204,Hairdresser Lugano
1,1690,1690,988,-1.9722690772097204,Hairdresser Lugano
1,1694,1694,989,-1.9722690772097204,Hairdresser Lugano
1,1699,1699,990,-1.9722690772097204,Hairdresser Lugano
1,1705,1705,991,-1.9722690772097204,Hairdresser Lugano
1,1713,1713,992,-1.9722690772097204,Hairdresser Lugano
1,1723,1723,993,-1.9722690772097204,Hairdresser Lugano
1,1726,1726,994,-1.9722690772097204,Hairdresser Lugano
1,1728,1728,995,-1.9722690772097204,Hairdresser Lugano
1,1779,1779,996,-1.9722690772097204,Hairdresser Lugano
1,1785,1785,997,-1.9722690772097204,Hairdresser Lugano
1,1791,1791,998,-1.9722690772097204,Hairdresser Lugano
1,1808,1808,999,-1.9722690772097204,Hairdresser Lugano
